age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
28,technician,single,secondary,no,389,yes,no,cellular,may,15,7,-1,0,unknown,no
38,admin.,married,secondary,no,1,yes,no,cellular,may,63,7,-1,0,unknown,no
46,blue-collar,married,primary,no,101,yes,no,cellular,may,422,1,364,5,success,no
32,technician,married,secondary,no,367,yes,no,cellular,may,214,2,276,3,failure,no
46,blue-collar,married,primary,no,-339,yes,yes,cellular,may,182,2,-1,0,unknown,no
37,services,married,secondary,no,217,yes,no,cellular,may,152,1,-1,0,unknown,no
40,housemaid,married,primary,no,4904,yes,no,cellular,may,248,1,356,1,failure,no
42,services,married,secondary,no,174,yes,no,cellular,may,67,1,-1,0,unknown,no
39,admin.,married,secondary,no,3047,yes,no,cellular,may,279,1,370,2,failure,no
55,management,married,tertiary,no,719,yes,no,telephone,may,221,6,284,29,other,no
41,services,married,secondary,no,572,yes,no,cellular,may,188,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-461,no,no,cellular,may,254,2,353,1,failure,no
42,blue-collar,married,secondary,no,4900,yes,no,telephone,may,231,1,284,2,failure,no
36,services,married,secondary,no,1253,yes,no,cellular,may,135,2,-1,0,unknown,no
36,management,single,tertiary,no,3875,yes,no,cellular,may,212,1,-1,0,unknown,no
31,services,single,secondary,no,166,yes,no,cellular,may,227,1,-1,0,unknown,no
47,technician,divorced,unknown,no,442,yes,no,cellular,may,85,1,-1,0,unknown,no
33,services,married,secondary,no,4789,yes,yes,cellular,may,220,1,339,4,failure,no
42,admin.,married,secondary,no,-396,yes,no,cellular,may,80,1,308,4,failure,no
45,management,divorced,tertiary,no,839,yes,no,cellular,may,340,1,264,4,failure,no
37,admin.,divorced,secondary,no,295,yes,yes,cellular,may,202,3,265,2,failure,no
49,blue-collar,married,primary,no,6215,yes,no,cellular,may,549,1,-1,0,unknown,no
44,management,married,tertiary,no,-8,yes,no,cellular,may,472,1,356,2,failure,no
51,admin.,single,secondary,no,726,yes,no,cellular,may,409,1,14,8,success,no
31,blue-collar,married,secondary,no,457,yes,no,cellular,may,236,1,-1,0,unknown,no
32,blue-collar,married,primary,no,-94,yes,yes,cellular,may,308,1,-1,0,unknown,no
42,blue-collar,married,primary,no,659,yes,no,cellular,may,91,1,-1,0,unknown,no
41,technician,married,secondary,no,-312,yes,no,cellular,may,90,1,348,1,failure,no
60,services,divorced,secondary,no,1608,yes,no,cellular,may,186,1,-1,0,unknown,no
59,services,married,secondary,no,33,yes,no,cellular,may,138,1,-1,0,unknown,no
41,admin.,single,unknown,no,419,yes,no,cellular,may,442,1,370,3,failure,no
43,services,divorced,unknown,no,-291,yes,no,cellular,may,277,1,301,2,failure,no
57,blue-collar,divorced,secondary,no,311,yes,no,cellular,may,200,2,-1,0,unknown,no
35,services,married,secondary,no,240,yes,yes,cellular,may,161,2,-1,0,unknown,no
55,admin.,married,tertiary,no,59,yes,no,cellular,may,51,1,305,1,failure,no
29,blue-collar,single,secondary,no,9,yes,no,cellular,may,262,3,-1,0,unknown,no
30,blue-collar,divorced,primary,no,2597,yes,no,cellular,may,49,1,349,3,failure,no
39,technician,single,secondary,no,283,yes,no,cellular,may,369,2,350,1,failure,no
44,management,married,secondary,no,13054,yes,no,cellular,may,471,2,174,12,other,no
36,self-employed,married,secondary,no,0,yes,no,cellular,may,198,1,-1,0,unknown,no
49,blue-collar,married,primary,no,3652,yes,yes,cellular,may,568,1,285,2,other,no
29,blue-collar,married,secondary,no,0,yes,no,cellular,may,116,6,-1,0,unknown,no
31,technician,single,secondary,no,0,yes,no,cellular,may,163,1,370,1,failure,no
33,admin.,married,secondary,no,177,yes,no,cellular,may,100,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,3370,yes,no,cellular,may,59,1,-1,0,unknown,no
30,management,divorced,tertiary,yes,-1105,yes,no,cellular,may,686,1,-1,0,unknown,no
55,services,married,secondary,no,761,yes,no,telephone,may,28,1,-1,0,unknown,no
33,housemaid,married,secondary,no,826,yes,no,cellular,may,256,1,-1,0,unknown,no
43,services,single,secondary,no,518,yes,no,cellular,may,295,1,370,1,failure,no
40,blue-collar,single,primary,no,0,yes,yes,cellular,may,114,2,-1,0,unknown,no
24,services,married,secondary,no,4500,yes,no,cellular,may,733,2,-1,0,unknown,yes
47,blue-collar,married,secondary,no,71,yes,no,cellular,may,170,1,370,1,failure,no
30,self-employed,single,tertiary,no,137,yes,no,cellular,may,214,1,-1,0,unknown,no
54,technician,divorced,secondary,no,1252,yes,no,cellular,may,101,1,350,1,failure,no
40,management,married,tertiary,no,-17,yes,yes,cellular,may,474,1,256,1,success,yes
45,blue-collar,married,unknown,no,-72,yes,no,cellular,may,306,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,428,yes,no,cellular,may,106,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,41,yes,no,cellular,may,14,5,-1,0,unknown,no
40,blue-collar,married,secondary,no,1844,yes,no,cellular,may,231,1,-1,0,unknown,no
40,blue-collar,married,primary,no,98,yes,no,cellular,may,240,2,343,5,failure,no
49,blue-collar,divorced,primary,no,24,yes,no,cellular,may,701,1,362,1,success,yes
33,blue-collar,married,secondary,no,358,no,no,cellular,may,231,1,350,1,failure,no
40,services,married,secondary,no,-192,yes,no,cellular,may,666,1,-1,0,unknown,yes
31,student,married,tertiary,no,0,no,no,cellular,may,247,2,367,4,other,no
23,student,single,secondary,no,2412,yes,no,cellular,may,239,5,367,2,failure,no
41,unemployed,single,secondary,no,169,yes,no,cellular,may,712,1,-1,0,unknown,no
35,services,married,secondary,no,2048,yes,no,cellular,may,219,1,173,2,failure,no
48,services,divorced,secondary,no,457,yes,no,cellular,may,199,1,326,5,other,no
31,services,married,secondary,no,2423,yes,yes,cellular,may,88,3,362,1,other,no
56,technician,married,secondary,no,150,yes,yes,cellular,may,102,6,349,1,failure,no
34,blue-collar,married,secondary,no,-10,yes,no,cellular,may,216,1,370,1,failure,no
55,retired,divorced,secondary,no,13,yes,no,cellular,may,190,1,300,2,failure,no
46,entrepreneur,married,primary,no,5130,yes,yes,cellular,may,181,1,-1,0,unknown,no
44,blue-collar,single,secondary,no,-210,yes,no,cellular,may,73,4,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,898,yes,no,cellular,may,405,1,174,3,failure,no
40,admin.,single,secondary,no,208,yes,yes,cellular,may,204,2,-1,0,unknown,no
40,technician,single,secondary,no,374,yes,yes,cellular,may,274,1,-1,0,unknown,no
39,services,divorced,secondary,no,-288,yes,no,cellular,may,227,1,-1,0,unknown,no
31,admin.,single,secondary,no,78,yes,no,cellular,may,360,1,370,1,other,no
34,technician,married,tertiary,no,1611,yes,no,cellular,may,490,2,-1,0,unknown,no
41,services,married,unknown,no,88,yes,no,cellular,may,105,1,336,2,failure,no
42,technician,single,secondary,no,-853,yes,no,cellular,may,189,1,-1,0,unknown,no
49,blue-collar,married,unknown,no,100,yes,no,cellular,may,143,2,347,1,failure,no
32,unemployed,married,secondary,no,314,yes,no,cellular,may,18,6,172,10,success,no
55,blue-collar,married,secondary,no,2059,yes,no,cellular,may,149,1,259,4,failure,no
37,services,married,secondary,no,321,yes,no,cellular,may,222,2,300,2,failure,no
52,services,divorced,secondary,no,43,yes,yes,cellular,may,131,2,-1,0,unknown,no
38,admin.,single,secondary,no,3049,yes,yes,cellular,may,225,1,347,1,failure,no
50,blue-collar,married,secondary,no,372,yes,no,telephone,may,21,1,-1,0,unknown,no
44,services,divorced,secondary,no,0,yes,no,cellular,may,151,2,370,2,failure,no
27,services,single,tertiary,no,536,yes,no,cellular,may,105,3,-1,0,unknown,no
45,admin.,married,primary,no,542,no,no,cellular,may,8,5,350,3,other,no
58,admin.,divorced,secondary,no,3058,yes,no,telephone,may,114,1,368,1,failure,no
40,technician,single,secondary,no,3,yes,yes,cellular,may,154,1,305,9,failure,no
51,blue-collar,divorced,primary,no,602,yes,no,cellular,may,347,1,284,2,failure,no
51,management,single,tertiary,yes,-55,yes,no,cellular,may,281,2,266,6,failure,no
37,blue-collar,single,primary,no,275,yes,no,cellular,may,103,1,367,1,other,no
35,admin.,married,primary,no,189,yes,no,cellular,may,95,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1403,no,no,cellular,may,214,8,326,2,failure,no
43,services,single,tertiary,no,553,no,no,cellular,may,323,1,-1,0,unknown,no
48,blue-collar,married,primary,no,1080,yes,no,cellular,may,197,2,-1,0,unknown,no
42,management,married,secondary,no,1042,yes,no,cellular,may,465,1,364,3,other,no
41,blue-collar,married,secondary,no,1219,yes,no,cellular,may,628,1,-1,0,unknown,no
28,services,single,secondary,no,117,yes,no,cellular,may,133,1,-1,0,unknown,no
38,management,single,tertiary,no,493,yes,no,cellular,may,553,1,367,7,failure,no
29,technician,single,tertiary,no,452,yes,no,cellular,may,59,1,-1,0,unknown,no
41,self-employed,married,secondary,no,28,yes,no,cellular,may,49,1,-1,0,unknown,no
37,management,married,tertiary,no,2366,yes,no,cellular,may,721,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,306,yes,no,telephone,may,86,1,369,2,failure,no
29,management,married,tertiary,no,340,yes,no,cellular,may,21,6,-1,0,unknown,no
34,blue-collar,married,primary,no,1756,yes,yes,cellular,may,58,1,-1,0,unknown,no
48,admin.,divorced,secondary,no,1282,yes,no,cellular,may,123,2,343,2,other,no
43,services,married,secondary,no,-416,yes,yes,cellular,may,114,1,301,3,failure,no
41,blue-collar,married,primary,no,595,yes,no,cellular,may,54,1,-1,0,unknown,no
40,management,married,tertiary,no,0,no,no,cellular,may,41,1,-1,0,unknown,no
39,services,single,secondary,no,322,yes,no,cellular,may,35,1,350,1,failure,no
33,housemaid,married,primary,no,451,yes,no,cellular,may,327,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,1449,yes,no,cellular,may,177,1,173,1,failure,no
48,unemployed,divorced,secondary,no,583,yes,no,cellular,may,68,1,-1,0,unknown,no
37,unemployed,single,secondary,no,0,yes,no,cellular,may,125,1,-1,0,unknown,no
32,management,divorced,tertiary,no,1145,yes,no,cellular,may,580,1,350,4,success,no
24,blue-collar,single,secondary,no,1,yes,no,cellular,may,79,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,-438,no,no,cellular,may,1017,1,-1,0,unknown,yes
41,admin.,married,secondary,no,1395,yes,yes,cellular,may,85,1,308,2,failure,no
29,services,single,secondary,no,31,yes,no,cellular,may,82,1,369,3,other,no
36,entrepreneur,married,secondary,no,0,yes,no,cellular,may,187,1,174,1,failure,no
55,management,divorced,unknown,no,0,yes,no,cellular,may,29,3,-1,0,unknown,no
45,blue-collar,divorced,primary,no,102,yes,no,cellular,may,282,1,-1,0,unknown,no
34,services,single,secondary,no,-701,yes,no,cellular,may,610,2,-1,0,unknown,yes
44,management,married,tertiary,no,-1636,yes,yes,cellular,may,257,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,415,yes,no,cellular,may,128,3,-1,0,unknown,no
36,technician,single,secondary,no,1615,yes,no,cellular,may,622,1,-1,0,unknown,no
42,admin.,married,secondary,no,1450,no,no,cellular,may,489,2,174,1,other,no
47,entrepreneur,married,unknown,no,0,yes,no,cellular,may,70,8,339,6,other,no
37,management,married,tertiary,no,293,yes,no,cellular,may,304,1,349,4,failure,no
39,self-employed,married,secondary,no,266,no,no,cellular,may,102,2,-1,0,unknown,no
29,technician,single,tertiary,no,910,yes,no,cellular,may,278,1,-1,0,unknown,no
34,admin.,single,secondary,no,0,yes,no,cellular,may,66,1,301,3,failure,no
44,management,married,tertiary,no,0,yes,no,cellular,may,78,2,264,3,failure,no
42,technician,married,secondary,no,613,yes,no,cellular,may,432,2,-1,0,unknown,no
41,unemployed,married,primary,no,101,yes,no,cellular,may,275,1,-1,0,unknown,no
42,technician,married,secondary,no,679,yes,no,cellular,may,146,2,-1,0,unknown,no
35,blue-collar,married,unknown,no,245,yes,no,cellular,may,134,2,370,1,failure,no
45,blue-collar,married,primary,no,503,yes,no,cellular,may,313,1,369,2,failure,no
46,technician,married,secondary,no,1740,yes,no,cellular,may,333,1,-1,0,unknown,no
39,housemaid,married,primary,no,-106,yes,yes,cellular,may,1114,2,-1,0,unknown,no
40,services,married,secondary,no,51,yes,no,cellular,may,50,1,-1,0,unknown,no
37,admin.,single,secondary,no,20,yes,no,cellular,may,207,1,370,1,failure,no
32,services,single,secondary,no,-23,no,no,cellular,may,185,1,305,1,failure,no
38,entrepreneur,single,primary,no,154,yes,no,cellular,may,197,1,-1,0,unknown,no
34,services,single,secondary,no,-374,yes,no,cellular,may,672,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,223,yes,no,cellular,may,552,2,301,2,failure,no
33,blue-collar,married,secondary,no,2366,yes,no,cellular,may,249,1,356,2,failure,no
57,services,married,secondary,no,5486,yes,no,cellular,may,86,7,285,3,failure,no
52,blue-collar,single,secondary,no,201,yes,no,cellular,may,412,1,301,3,other,no
39,services,married,secondary,no,93,yes,no,cellular,may,72,4,-1,0,unknown,no
39,blue-collar,married,primary,no,1506,yes,no,cellular,may,299,2,-1,0,unknown,no
50,admin.,married,secondary,no,326,yes,no,cellular,may,124,1,369,2,failure,no
26,management,married,tertiary,no,5,yes,no,cellular,may,251,1,304,2,other,no
37,admin.,single,secondary,no,-17,yes,no,cellular,may,400,2,340,2,failure,no
33,management,divorced,tertiary,no,-255,yes,yes,cellular,may,82,9,306,1,other,no
52,services,divorced,secondary,no,36,yes,yes,cellular,may,930,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,771,yes,no,cellular,may,262,2,367,4,failure,no
27,blue-collar,single,secondary,no,100,yes,no,cellular,may,177,4,367,1,failure,no
52,services,married,secondary,no,-178,yes,yes,cellular,may,124,2,347,1,failure,no
31,self-employed,married,secondary,no,2153,yes,no,cellular,may,239,3,172,1,failure,no
59,self-employed,married,tertiary,no,0,yes,no,cellular,may,89,1,-1,0,unknown,no
44,management,married,secondary,no,491,yes,yes,cellular,may,40,4,-1,0,unknown,no
53,blue-collar,married,secondary,no,-102,yes,no,cellular,may,52,2,-1,0,unknown,no
58,unemployed,married,secondary,no,3867,yes,no,telephone,may,159,1,364,2,failure,no
50,admin.,divorced,secondary,no,-458,yes,no,cellular,may,294,2,-1,0,unknown,no
55,management,divorced,tertiary,no,8044,yes,no,cellular,may,175,5,333,19,other,no
32,blue-collar,divorced,secondary,no,-15,yes,yes,cellular,may,132,3,-1,0,unknown,no
51,blue-collar,married,primary,no,581,yes,no,cellular,may,282,1,-1,0,unknown,no
21,student,single,secondary,no,398,yes,no,cellular,may,295,3,-1,0,unknown,no
56,self-employed,divorced,tertiary,no,966,yes,no,cellular,may,505,2,-1,0,unknown,no
36,management,single,tertiary,no,1400,yes,no,cellular,may,608,3,-1,0,unknown,yes
58,services,married,secondary,no,1301,yes,no,cellular,may,261,1,286,2,failure,no
52,services,married,secondary,no,540,yes,no,cellular,may,154,2,340,2,failure,no
35,services,married,secondary,no,-315,yes,no,cellular,may,330,2,368,2,failure,no
38,management,married,tertiary,no,-120,yes,no,cellular,may,148,1,367,2,failure,no
43,admin.,single,secondary,no,426,yes,no,cellular,may,76,2,304,2,failure,no
45,blue-collar,married,primary,no,456,yes,no,cellular,may,255,1,-1,0,unknown,no
41,housemaid,married,secondary,no,81,yes,no,cellular,may,193,1,-1,0,unknown,no
46,admin.,married,secondary,no,186,yes,no,cellular,may,643,2,-1,0,unknown,no
32,self-employed,single,secondary,no,-616,yes,no,cellular,may,74,1,-1,0,unknown,no
38,services,married,secondary,no,5293,yes,no,cellular,may,475,1,171,6,failure,yes
33,blue-collar,divorced,primary,no,142,yes,no,telephone,may,41,2,300,5,failure,no
58,management,single,tertiary,no,2,yes,no,telephone,may,168,3,-1,0,unknown,no
28,entrepreneur,married,tertiary,no,4064,no,yes,cellular,may,93,2,-1,0,unknown,no
44,blue-collar,married,primary,no,976,yes,no,cellular,may,164,2,-1,0,unknown,no
50,entrepreneur,married,primary,no,199,no,no,cellular,may,228,2,363,2,failure,no
30,admin.,married,secondary,no,11,yes,no,cellular,may,157,1,-1,0,unknown,no
44,services,married,secondary,no,0,yes,yes,cellular,may,161,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,151,yes,no,cellular,may,327,1,-1,0,unknown,no
39,technician,married,secondary,no,381,yes,no,cellular,may,758,1,347,2,failure,no
49,blue-collar,married,secondary,no,0,yes,no,telephone,may,52,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,may,371,1,305,1,failure,no
32,blue-collar,single,secondary,no,-84,yes,no,cellular,may,426,1,-1,0,unknown,no
32,services,single,secondary,no,101,yes,no,cellular,may,369,1,-1,0,unknown,no
43,services,married,secondary,no,216,yes,yes,cellular,may,129,1,-1,0,unknown,no
42,admin.,single,secondary,no,1453,yes,no,cellular,may,264,1,-1,0,unknown,no
41,services,divorced,secondary,no,727,yes,no,cellular,may,246,1,-1,0,unknown,no
44,management,married,tertiary,no,254,yes,yes,cellular,may,145,2,300,3,failure,no
52,services,single,secondary,no,0,yes,no,cellular,may,329,2,-1,0,unknown,no
30,management,married,tertiary,no,740,yes,yes,cellular,may,242,3,341,1,other,no
35,blue-collar,married,primary,no,-367,yes,no,cellular,may,77,1,350,1,failure,no
56,retired,married,secondary,no,102,yes,no,telephone,may,267,1,369,1,failure,no
40,admin.,married,secondary,no,1011,yes,no,cellular,may,160,2,-1,0,unknown,no
37,services,married,secondary,no,812,yes,yes,cellular,may,184,2,-1,0,unknown,no
46,admin.,single,unknown,no,306,yes,no,cellular,may,289,5,-1,0,unknown,no
44,blue-collar,married,secondary,no,1071,yes,no,cellular,may,143,3,357,1,failure,no
37,admin.,divorced,secondary,no,246,yes,no,cellular,may,288,1,360,2,failure,no
41,services,married,secondary,no,1319,yes,no,cellular,may,305,1,-1,0,unknown,no
33,admin.,divorced,secondary,no,-331,yes,yes,cellular,may,186,2,350,3,failure,no
38,management,divorced,primary,no,2064,yes,no,cellular,may,296,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,352,yes,no,cellular,may,79,3,-1,0,unknown,no
47,technician,married,secondary,no,1571,yes,no,cellular,may,261,1,369,2,failure,no
36,blue-collar,married,secondary,no,779,yes,no,cellular,may,240,1,-1,0,unknown,no
40,services,married,secondary,no,695,yes,no,cellular,may,270,1,348,10,failure,no
34,blue-collar,single,secondary,no,213,yes,no,cellular,may,47,1,343,2,failure,no
34,blue-collar,married,primary,no,333,yes,yes,cellular,may,63,1,-1,0,unknown,no
38,blue-collar,married,primary,no,759,yes,no,cellular,may,57,1,-1,0,unknown,no
43,blue-collar,married,primary,no,1579,yes,no,telephone,may,176,1,284,4,other,no
36,blue-collar,divorced,secondary,no,-523,yes,yes,cellular,may,193,1,333,17,other,no
53,blue-collar,divorced,secondary,no,640,yes,no,cellular,may,321,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,-29,yes,no,cellular,may,200,2,364,2,other,no
37,blue-collar,married,unknown,no,83,yes,no,cellular,may,161,1,-1,0,unknown,no
39,services,married,secondary,no,1005,yes,yes,cellular,may,204,1,336,2,failure,no
28,technician,married,secondary,no,448,yes,no,cellular,may,188,2,346,3,other,no
30,admin.,married,secondary,no,692,yes,no,cellular,may,290,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,-27,yes,no,cellular,may,254,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,7985,yes,no,cellular,may,232,2,347,1,failure,no
36,blue-collar,divorced,primary,yes,0,yes,no,cellular,may,97,2,305,1,failure,no
57,technician,married,secondary,no,124,yes,no,telephone,may,296,1,287,12,failure,no
25,self-employed,single,tertiary,no,931,yes,no,cellular,may,263,2,348,4,failure,no
34,admin.,married,secondary,no,580,yes,yes,cellular,may,228,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,926,yes,no,cellular,may,306,2,347,1,other,no
38,blue-collar,single,secondary,no,328,yes,no,cellular,may,776,4,349,1,other,no
42,blue-collar,married,secondary,no,3068,yes,yes,cellular,may,429,2,-1,0,unknown,no
39,services,married,secondary,no,-495,yes,yes,cellular,may,51,6,-1,0,unknown,no
34,admin.,single,secondary,no,395,yes,no,cellular,may,150,2,364,8,failure,no
39,blue-collar,divorced,secondary,no,0,yes,no,cellular,may,275,2,307,1,other,no
34,admin.,married,secondary,no,148,yes,no,cellular,may,160,2,-1,0,unknown,no
38,services,married,secondary,no,0,yes,yes,cellular,may,125,2,304,2,failure,no
38,services,married,secondary,no,3039,yes,yes,cellular,may,146,2,-1,0,unknown,no
50,entrepreneur,married,secondary,no,533,yes,no,cellular,may,171,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,558,yes,no,cellular,may,142,1,-1,0,unknown,no
48,entrepreneur,married,secondary,no,0,yes,no,cellular,may,430,3,-1,0,unknown,no
50,blue-collar,married,secondary,no,1400,yes,no,cellular,may,189,1,-1,0,unknown,no
57,retired,divorced,tertiary,no,66,yes,no,cellular,may,798,2,-1,0,unknown,no
45,services,married,secondary,no,462,yes,no,cellular,may,65,2,-1,0,unknown,no
48,blue-collar,married,primary,no,643,yes,no,cellular,may,66,4,173,7,other,no
42,blue-collar,married,secondary,yes,-204,yes,no,cellular,may,34,1,361,7,failure,no
29,blue-collar,married,secondary,no,195,yes,no,cellular,may,333,1,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,370,yes,no,cellular,may,128,1,369,1,failure,no
54,management,married,tertiary,no,397,yes,no,cellular,may,102,1,-1,0,unknown,no
33,management,single,tertiary,no,48,yes,no,cellular,may,400,1,173,5,failure,no
37,blue-collar,married,unknown,no,622,yes,no,cellular,may,175,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,946,yes,no,cellular,may,69,1,-1,0,unknown,no
39,technician,married,secondary,no,626,yes,no,cellular,may,126,2,-1,0,unknown,no
37,technician,married,primary,no,1653,yes,yes,cellular,may,285,2,349,10,failure,no
33,services,single,secondary,no,-530,yes,yes,telephone,may,168,5,-1,0,unknown,no
57,technician,divorced,secondary,no,99,yes,no,cellular,may,133,2,370,2,failure,no
39,technician,married,secondary,no,27,yes,no,cellular,may,147,3,342,4,failure,no
38,blue-collar,married,secondary,no,1370,yes,no,cellular,may,472,2,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,498,yes,no,cellular,may,173,2,-1,0,unknown,no
44,blue-collar,married,primary,no,-420,yes,no,cellular,may,220,2,-1,0,unknown,no
32,blue-collar,married,primary,no,0,yes,no,cellular,may,130,3,-1,0,unknown,no
47,self-employed,divorced,secondary,no,510,yes,no,cellular,may,299,3,-1,0,unknown,no
34,services,divorced,secondary,no,-240,yes,no,cellular,may,247,6,-1,0,unknown,no
34,services,married,secondary,no,-333,yes,no,cellular,may,218,4,285,5,failure,no
50,blue-collar,married,primary,no,1549,yes,no,cellular,may,445,2,299,6,other,no
36,unemployed,single,secondary,no,1806,yes,no,cellular,may,111,6,-1,0,unknown,no
35,services,single,secondary,no,313,yes,no,cellular,may,195,2,301,3,failure,no
37,management,married,tertiary,no,0,yes,no,cellular,may,148,2,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,425,yes,no,cellular,may,96,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,422,yes,no,cellular,may,286,3,-1,0,unknown,no
36,blue-collar,single,secondary,no,1089,yes,no,telephone,may,75,4,-1,0,unknown,no
55,management,married,tertiary,no,42,yes,no,telephone,may,386,2,-1,0,unknown,no
43,blue-collar,married,primary,no,582,yes,no,telephone,may,544,3,-1,0,unknown,no
48,services,married,primary,no,222,yes,no,cellular,may,127,2,369,1,failure,no
38,blue-collar,married,secondary,no,861,yes,no,cellular,may,565,2,-1,0,unknown,no
35,management,married,tertiary,no,244,yes,no,cellular,may,155,2,173,1,failure,no
32,blue-collar,married,primary,no,1,yes,no,cellular,may,184,4,-1,0,unknown,no
47,blue-collar,married,primary,no,373,yes,no,cellular,may,480,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,785,yes,no,cellular,may,1232,2,-1,0,unknown,yes
53,unemployed,married,secondary,yes,-233,yes,no,cellular,may,133,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,248,yes,no,telephone,may,193,2,-1,0,unknown,no
55,management,married,tertiary,no,154,no,no,telephone,may,70,2,367,3,failure,no
36,technician,married,tertiary,no,1473,yes,yes,cellular,may,206,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1598,yes,no,cellular,may,152,2,305,1,success,no
41,admin.,married,secondary,no,542,yes,no,telephone,may,64,2,347,1,other,no
52,services,divorced,secondary,no,0,yes,no,cellular,may,243,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,219,yes,yes,cellular,may,270,2,347,1,failure,no
59,services,married,secondary,no,0,yes,no,telephone,may,437,2,361,5,failure,no
34,technician,single,secondary,no,174,no,no,telephone,may,259,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,875,yes,yes,cellular,may,269,3,353,2,failure,no
37,technician,divorced,secondary,no,284,yes,no,cellular,may,182,5,-1,0,unknown,no
39,management,married,tertiary,no,1362,yes,no,cellular,may,447,2,-1,0,unknown,no
53,blue-collar,married,primary,no,238,yes,no,cellular,may,238,2,361,5,failure,no
33,technician,single,secondary,no,3499,yes,no,cellular,may,143,3,356,1,other,no
48,services,single,secondary,yes,-470,yes,no,cellular,may,410,2,292,11,failure,no
46,blue-collar,divorced,primary,no,916,yes,no,cellular,may,472,2,-1,0,unknown,no
31,blue-collar,married,primary,no,240,yes,yes,cellular,may,254,2,-1,0,unknown,no
30,admin.,single,tertiary,no,0,yes,no,cellular,may,56,3,-1,0,unknown,no
35,technician,married,secondary,no,6,yes,no,cellular,may,204,2,348,2,failure,no
49,admin.,married,secondary,no,1120,yes,no,telephone,may,226,2,-1,0,unknown,no
25,student,single,primary,no,373,yes,no,cellular,may,819,2,-1,0,unknown,yes
49,management,single,secondary,no,-18,yes,no,cellular,may,217,3,264,4,failure,no
37,management,divorced,tertiary,no,0,yes,no,cellular,may,217,6,-1,0,unknown,no
38,blue-collar,married,secondary,no,279,yes,no,cellular,may,379,3,-1,0,unknown,no
42,blue-collar,married,primary,no,869,yes,yes,cellular,may,718,2,-1,0,unknown,no
32,technician,single,secondary,no,271,yes,yes,cellular,may,271,2,-1,0,unknown,no
31,entrepreneur,married,secondary,no,162,yes,yes,cellular,may,0,2,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,388,yes,no,cellular,may,258,4,329,2,failure,no
37,technician,single,tertiary,no,555,yes,no,cellular,may,180,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,222,yes,no,cellular,may,298,2,-1,0,unknown,no
44,blue-collar,single,secondary,no,184,yes,no,cellular,may,196,2,-1,0,unknown,no
44,admin.,single,secondary,no,-497,yes,no,cellular,may,115,2,370,2,failure,no
42,unemployed,married,secondary,no,-523,yes,no,cellular,may,327,2,-1,0,unknown,no
47,technician,divorced,tertiary,no,694,yes,no,cellular,may,1001,4,-1,0,unknown,no
35,blue-collar,married,primary,no,202,yes,yes,cellular,may,72,2,-1,0,unknown,no
31,management,married,tertiary,no,414,yes,no,cellular,may,498,2,-1,0,unknown,no
29,technician,single,tertiary,no,18254,no,no,cellular,may,279,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,2603,yes,yes,cellular,may,50,3,277,2,failure,no
31,technician,married,secondary,no,467,yes,no,cellular,may,171,2,-1,0,unknown,no
45,services,married,secondary,no,744,yes,no,cellular,may,211,2,347,1,failure,no
51,admin.,married,unknown,no,-1137,yes,yes,telephone,may,567,3,325,1,failure,no
44,blue-collar,married,primary,no,953,yes,no,cellular,may,772,2,357,1,failure,no
42,technician,married,secondary,no,83,yes,yes,cellular,may,120,2,-1,0,unknown,no
55,self-employed,married,primary,no,468,yes,no,cellular,may,214,2,-1,0,unknown,no
