@relation Census-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute age {'\'(-inf-21.5]\'','\'(21.5-23.5]\'','\'(23.5-27.5]\'','\'(27.5-29.5]\'','\'(29.5-35.5]\'','\'(35.5-43.5]\'','\'(43.5-54.5]\'','\'(54.5-61.5]\'','\'(61.5-inf)\''}
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute ' fnlwgt' {'\'All\''}
@attribute ' education' {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute ' education-num' {'\'(-inf-8.5]\'','\'(8.5-9.5]\'','\'(9.5-10.5]\'','\'(10.5-12.5]\'','\'(12.5-13.5]\'','\'(13.5-14.5]\'','\'(14.5-inf)\''}
@attribute ' marital-status' {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute ' occupation' {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute ' relationship' {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute ' race' {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute ' sex' {' Male',' Female'}
@attribute ' capital-gain' {'\'(-inf-57]\'','\'(57-3048]\'','\'(3048-3120]\'','\'(3120-4243.5]\'','\'(4243.5-4401]\'','\'(4401-4668.5]\'','\'(4668.5-4826]\'','\'(4826-4932.5]\'','\'(4932.5-4973.5]\'','\'(4973.5-5119]\'','\'(5119-5316.5]\'','\'(5316.5-5505.5]\'','\'(5505.5-6618.5]\'','\'(6618.5-7073.5]\'','\'(7073.5-inf)\''}
@attribute ' capital-loss' {'\'(-inf-1551.5]\'','\'(1551.5-1568.5]\'','\'(1568.5-1820.5]\'','\'(1820.5-1862]\'','\'(1862-1881.5]\'','\'(1881.5-1923]\'','\'(1923-1975.5]\'','\'(1975.5-1978.5]\'','\'(1978.5-2168.5]\'','\'(2168.5-2176.5]\'','\'(2176.5-2218.5]\'','\'(2218.5-2384.5]\'','\'(2384.5-2450.5]\'','\'(2450.5-3726.5]\'','\'(3726.5-inf)\''}
@attribute ' hours-per-week' {'\'(-inf-34.5]\'','\'(34.5-39.5]\'','\'(39.5-41.5]\'','\'(41.5-49.5]\'','\'(49.5-65.5]\'','\'(65.5-inf)\''}
@attribute ' native-country' {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute ' income' {' <=50K',' >50K'}

@data
'\'(-inf-21.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Armed-Forces',' Other-relative',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' ?',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-spouse-absent',' Adm-clerical',' Not-in-family',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' Federal-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Tech-support',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(41.5-49.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Other-service',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' Prof-school','\'(-inf-8.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Amer-Indian-Eskimo',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' ?',' <=50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-spouse-absent',' Craft-repair',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' ?','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Machine-op-inspct',' Not-in-family',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' Federal-gov','\'All\'',' Some-college','\'(14.5-inf)\'',' Never-married',' Sales',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(65.5-inf)\'',' United-States',' >50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' 12th','\'(-inf-8.5]\'',' Never-married',' Other-service',' Wife',' White',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' Canada',' <=50K'
'\'(43.5-54.5]\'',' Private','\'All\'',' Prof-school','\'(-inf-8.5]\'',' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Protective-serv',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(21.5-23.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Other-service',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' 10th','\'(-inf-8.5]\'',' Married-civ-spouse',' Handlers-cleaners',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-spouse-absent',' Craft-repair',' Not-in-family',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' Self-emp-not-inc','\'All\'',' 7th-8th','\'(13.5-14.5]\'',' Separated',' Sales',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' Local-gov','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(21.5-23.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Armed-Forces',' Own-child',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' 11th','\'(10.5-12.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(3048-3120]\'','\'(-inf-1551.5]\'','\'(41.5-49.5]\'',' United-States',' >50K'
'\'(-inf-21.5]\'',' Private','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' Self-emp-not-inc','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Married-civ-spouse',' Sales',' Unmarried',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(61.5-inf)\'',' ?','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Divorced',' Transport-moving',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(61.5-inf)\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' ?','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Married-civ-spouse',' Farming-fishing',' Unmarried',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(34.5-39.5]\'',' United-States',' <=50K'
'\'(21.5-23.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Sales',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Machine-op-inspct',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' Self-emp-inc','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Never-married',' Sales',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(27.5-29.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Tech-support',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Tech-support',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(34.5-39.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Tech-support',' Not-in-family',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' Prof-school','\'(-inf-8.5]\'',' Never-married',' Craft-repair',' Other-relative',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' ?',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(61.5-inf)\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-AF-spouse',' Other-service',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-spouse-absent',' Machine-op-inspct',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(21.5-23.5]\'',' Federal-gov','\'All\'',' Bachelors','\'(-inf-8.5]\'',' Never-married',' Armed-Forces',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(61.5-inf)\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Divorced',' Other-service',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-spouse-absent',' Farming-fishing',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' Local-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male','\'(4243.5-4401]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Protective-serv',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Adm-clerical',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' El-Salvador',' <=50K'
'\'(-inf-21.5]\'',' Private','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female','\'(-inf-57]\'','\'(1568.5-1820.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(54.5-61.5]\'',' State-gov','\'All\'',' Preschool','\'(-inf-8.5]\'',' Never-married',' Other-service',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' Mexico',' <=50K'
'\'(21.5-23.5]\'',' Self-emp-not-inc','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Never-married',' Sales',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(61.5-inf)\'',' State-gov','\'All\'',' 11th','\'(10.5-12.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' Bachelors','\'(-inf-8.5]\'',' Never-married',' Armed-Forces',' Not-in-family',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Adm-clerical',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' Federal-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' Federal-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Craft-repair',' Not-in-family',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Tech-support',' Unmarried',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' 9th','\'(-inf-8.5]\'',' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Sales',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(27.5-29.5]\'',' State-gov','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Never-married',' Tech-support',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Never-married',' Tech-support',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Farming-fishing',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(41.5-49.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' 9th','\'(-inf-8.5]\'',' Never-married',' Armed-Forces',' Not-in-family',' Other',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-spouse-absent',' Transport-moving',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' Local-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Farming-fishing',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' 10th','\'(-inf-8.5]\'',' Married-civ-spouse',' Adm-clerical',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' >50K'
'\'(35.5-43.5]\'',' ?','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Adm-clerical',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Tech-support',' Not-in-family',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(61.5-inf)\'',' Private','\'All\'',' Doctorate','\'(14.5-inf)\'',' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' >50K'
'\'(35.5-43.5]\'',' Federal-gov','\'All\'',' 7th-8th','\'(13.5-14.5]\'',' Never-married',' Tech-support',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' >50K'
'\'(35.5-43.5]\'',' Federal-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Exec-managerial',' Husband',' Black',' Male','\'(3120-4243.5]\'','\'(-inf-1551.5]\'','\'(65.5-inf)\'',' United-States',' <=50K'
'\'(61.5-inf)\'',' State-gov','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Married-spouse-absent',' Other-service',' Wife',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' Bachelors','\'(-inf-8.5]\'',' Never-married',' Armed-Forces',' Not-in-family',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Transport-moving',' Not-in-family',' White',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' 7th-8th','\'(13.5-14.5]\'',' Married-civ-spouse',' Sales',' Unmarried',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' 1st-4th','\'(-inf-8.5]\'',' Never-married',' Armed-Forces',' Not-in-family',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' >50K'
'\'(35.5-43.5]\'',' Self-emp-not-inc','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Separated',' Transport-moving',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(27.5-29.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Protective-serv',' Other-relative',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(34.5-39.5]\'',' United-States',' <=50K'
'\'(-inf-21.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Other-service',' Not-in-family',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(27.5-29.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-civ-spouse',' Tech-support',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' >50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' Masters','\'(9.5-10.5]\'',' Never-married',' Other-service',' Not-in-family',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' Self-emp-not-inc','\'All\'',' 7th-8th','\'(13.5-14.5]\'',' Married-spouse-absent',' Sales',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(34.5-39.5]\'',' United-States',' <=50K'
'\'(23.5-27.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Never-married',' Transport-moving',' Not-in-family',' Asian-Pac-Islander',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' Honduras',' <=50K'
'\'(35.5-43.5]\'',' Federal-gov','\'All\'',' Bachelors','\'(-inf-8.5]\'',' Married-civ-spouse',' Other-service',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(43.5-54.5]\'',' State-gov','\'All\'',' 9th','\'(-inf-8.5]\'',' Divorced',' Other-service',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(61.5-inf)\'',' Self-emp-not-inc','\'All\'',' Some-college','\'(14.5-inf)\'',' Married-civ-spouse',' Sales',' Husband',' Black',' Male','\'(5505.5-6618.5]\'','\'(-inf-1551.5]\'','\'(34.5-39.5]\'',' United-States',' >50K'
'\'(54.5-61.5]\'',' State-gov','\'All\'',' Assoc-acdm','\'(-inf-8.5]\'',' Divorced',' ?',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(-inf-34.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' HS-grad','\'(8.5-9.5]\'',' Married-spouse-absent',' Protective-serv',' Wife',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(49.5-65.5]\'',' United-States',' <=50K'
'\'(35.5-43.5]\'',' State-gov','\'All\'',' Bachelors','\'(-inf-8.5]\'',' Divorced',' Transport-moving',' Own-child',' Black',' Female','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(39.5-41.5]\'',' United-States',' <=50K'
'\'(29.5-35.5]\'',' Self-emp-not-inc','\'All\'',' Assoc-voc','\'(12.5-13.5]\'',' Married-civ-spouse',' Handlers-cleaners',' Husband',' Black',' Male','\'(-inf-57]\'','\'(-inf-1551.5]\'','\'(41.5-49.5]\'',' United-States',' <=50K'
